Subject,Number,Course_Title,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,avg_gpa
HIST,259,20thC World from Midcentury,9,138,109,77,80,57,21,20,7,3,4,5,16,1,3.2
HIST,260,History of Russia,0,42,53,38,56,22,10,9,2,0,1,1,7,0,3.16
HIST,263,US History of Medicine,4,71,73,67,76,17,15,14,2,0,4,0,6,0,3.25
HIST,264,Technology in Western Society,11,49,61,28,25,14,9,8,7,4,0,0,0,0,3.35
HIST,265,Science in Western Civ,0,7,5,4,0,3,0,1,0,0,0,0,1,0,3.32
HIST,268,The Darwinian Revolution,1,15,2,2,0,1,0,0,0,0,0,0,0,0,3.84
HIST,269,Jewish History Since 1700,5,68,38,5,7,7,0,1,1,0,3,0,5,1,3.51
HIST,270,United States History to 1815,1,3,6,7,11,3,1,2,0,0,0,0,0,0,3.2
HIST,271,Nineteenth Century America,6,56,51,44,63,27,19,31,10,4,4,1,11,1,2.97
HIST,272,Twentieth Century America,4,41,36,33,38,26,19,15,7,6,2,0,5,1,3.01
HIST,273,Illinois History,15,104,121,115,140,66,30,22,14,5,7,2,11,0,3.15
HIST,274,US & World Since 1917,6,67,64,48,55,24,7,8,2,2,6,0,8,2,3.21
HIST,275,Afro-American History to 1877,10,52,20,18,19,9,1,4,4,0,0,0,0,0,3.5
HIST,276,Afro-American Hist Since 1877,0,10,2,6,8,3,2,0,0,0,0,0,0,0,3.35
HIST,277,Encounters in Native America,0,11,6,8,11,8,1,2,5,0,1,1,0,1,2.97
HIST,277,US Native Americans to 1850,0,26,28,23,31,15,8,5,4,2,1,1,1,2,3.1
HIST,278,Native American History,1,4,7,6,5,2,5,0,2,0,1,0,2,0,2.91
HIST,278,US Native Americans Since 1850,23,53,43,11,21,11,6,10,2,0,4,0,0,2,3.4
HIST,279,Mexican-American History,1,7,16,11,8,3,2,2,0,0,0,0,0,0,3.36
HIST,280,Caribbean Latina/o Migration,2,42,87,29,17,0,1,1,0,0,0,0,0,0,3.61
HIST,281,Constructing Race in America,7,41,45,31,23,20,7,8,5,0,3,0,12,2,3.07
HIST,283,Asian American History,18,86,36,17,36,3,3,1,2,0,3,0,2,0,3.56
HIST,285,US Gender History to 1877,2,12,9,8,1,2,2,5,0,0,1,1,0,0,3.26
HIST,286,US Gender History Since 1877,5,51,27,13,19,14,1,0,1,0,2,0,3,1,3.41
HIST,287,African-American Women,0,1,3,3,6,4,5,3,0,0,0,0,0,0,2.85
HIST,300,Between China and the World,5,12,13,11,5,5,2,0,0,0,1,0,0,0,3.45
HIST,300,Topics in Film and History,5,42,31,11,15,14,5,0,3,2,1,0,2,0,3.37
HIST,305,Andean Countries of S America,0,3,6,7,7,4,5,2,0,0,1,0,0,0,3.02
HIST,306,History of Central America,0,1,4,3,2,7,3,3,2,0,0,0,2,0,2.58
HIST,310,Global Capitalism in History,9,16,11,10,6,2,2,1,0,0,0,0,0,0,3.57
HIST,311,Global History of Intelligence,2,9,2,2,4,4,0,0,0,0,0,0,1,0,3.36
HIST,314,Material Culture,0,26,13,18,6,1,2,0,0,0,0,0,0,0,3.59
HIST,315,"Discovery, Tourism and Travel",1,5,7,7,10,6,5,3,1,0,0,0,0,0,3.07
HIST,335,Middle East 1566-1914,0,7,14,23,19,7,7,5,2,0,0,0,3,0,3.0
HIST,337,Middle East Since World War I,0,2,7,6,6,7,0,2,1,0,0,0,1,0,3.0
HIST,337,Middle East in 20th Century,0,3,2,7,9,3,2,1,0,0,0,0,0,0,3.12
HIST,339,The Early Russian Empire,0,1,5,10,8,3,1,0,0,0,0,0,0,0,3.21
HIST,342,Cultural Hist of Technoscience,4,12,12,6,6,6,0,0,2,0,0,0,0,0,3.44
HIST,343,Technology & Sport,0,19,13,2,3,0,0,0,0,0,0,0,1,0,3.67
HIST,345,Medieval Civilization,2,12,31,21,29,14,13,12,9,2,3,0,4,0,2.89
HIST,346,The Age of the Renaissance,8,19,15,5,17,2,4,4,1,0,2,0,0,2,3.25
HIST,347,Protestant & Catholic Refs,2,9,19,11,8,9,7,2,3,0,0,0,4,0,3.02
HIST,348,Early Euro Absolut & Expansion,0,11,14,16,7,5,5,2,1,0,0,0,0,0,3.28
HIST,349,"Age of Revolution, 1775-1815",0,16,21,23,15,10,3,3,0,0,0,0,1,0,3.29
HIST,350,19thC Romanticism & Politics,0,9,6,2,4,6,2,0,0,0,1,0,0,0,3.28
HIST,350,European History 1815 to 1871,0,4,5,7,3,5,2,0,0,0,0,0,0,2,3.02
HIST,352,Europe in the World,2,12,18,11,7,9,6,5,2,0,3,0,2,2,2.96
HIST,352,Europe in the World Since 1750,0,4,4,5,4,1,8,2,1,0,1,0,0,1,2.82
HIST,353,European History 1918 to 1939,3,14,8,3,5,0,0,0,0,0,0,0,0,0,3.71
HIST,354,Twentieth Century Europe,5,26,12,5,11,10,3,3,5,0,1,0,1,0,3.25
HIST,355,Soviet Jewish History,0,24,11,7,4,1,0,1,0,0,0,1,1,0,3.54
HIST,357,Modern France,0,3,8,14,12,4,4,2,0,0,1,0,0,1,3.04
HIST,361,Euro Thght & Soc Since 1789,9,7,17,5,10,1,0,0,0,1,0,0,1,0,3.47
HIST,367,History of Western Medicine,1,11,18,11,14,9,7,4,2,0,0,0,0,0,3.17
HIST,368,The Darwinian Revolution,4,10,9,1,1,0,1,0,0,0,0,0,0,0,3.76
HIST,369,Spain and Portugal from 1808,0,2,6,10,10,8,10,0,2,0,0,0,0,4,2.72
HIST,370,Colonial America,1,20,32,22,23,12,3,0,2,0,0,0,2,0,3.3
HIST,370,US Colonial History,0,17,8,15,16,7,3,4,2,0,1,0,0,0,3.2
HIST,371,The American Revolution,2,13,13,11,8,4,3,3,0,0,1,0,1,0,3.27
HIST,373,Origins of the Civil War,1,39,65,51,40,16,6,7,0,0,0,0,3,1,3.31
HIST,374,Civil War and Reconstruction,19,46,73,61,61,45,19,10,5,3,6,0,7,1,3.14
HIST,375,Soc History Indus Am to 1918,0,4,7,4,4,1,2,7,1,0,0,0,0,0,3.0
HIST,376,Soc History Indus Am from 1918,0,10,19,15,19,15,3,1,1,0,1,0,0,0,3.19
HIST,377,United States Since 1932,0,2,1,5,10,6,3,3,1,0,1,0,0,0,2.81
HIST,377,United States since 1932,1,15,6,11,11,3,3,0,1,0,0,0,2,0,3.25
HIST,380,US in an Age of Empire,4,33,34,14,15,9,5,8,4,0,2,3,7,0,3.09
HIST,381,Urban History,2,30,34,22,15,3,9,1,0,0,0,0,1,0,3.44
HIST,390,Integration & American Sports,0,23,20,14,1,0,0,2,0,0,0,0,0,0,3.65
HIST,390,Sport and Society,4,12,3,5,4,4,0,0,0,0,0,0,0,1,3.46
HIST,396,A History of Israel,10,8,6,2,4,4,4,0,2,0,0,2,0,0,3.27
HIST,396,Darwin and the Darwinian Rev,4,48,8,2,4,0,0,0,0,0,0,0,0,0,3.88
HIST,396,Debating Israel's History,6,1,10,4,1,4,1,0,1,0,1,0,0,0,3.33
HIST,396,Special Topics,0,19,9,1,4,1,0,0,0,0,0,0,0,0,3.74
HIST,396,The Irish in Ireland and Amer,0,9,10,6,15,6,0,3,0,0,0,0,1,0,3.19
HIST,397,Sexuality in Modern Europe,0,3,10,8,10,4,6,1,0,0,0,0,4,0,2.87
HIST,400,"War, Soc, Politics, & Culture",0,17,5,7,5,2,1,3,2,0,1,0,1,0,3.24
HIST,401,History of Terrorism,2,3,3,3,4,4,3,0,0,0,1,0,0,0,3.12
HIST,406,History of Mexico from 1519,1,7,11,9,2,6,3,2,2,0,0,1,4,0,2.9
HIST,407,Slavery & Race in Latin Am,0,5,4,3,3,2,0,0,0,0,1,0,4,0,2.73
HIST,410,Decolonization in Africa,0,20,20,2,10,1,2,4,2,0,0,0,3,0,3.26
HIST,422,Soc-Econ Hist Modern China,0,15,22,21,14,3,4,1,0,0,0,0,2,0,3.32
HIST,437,Middle East in 20th Century,0,1,9,5,9,7,1,0,0,0,0,0,0,0,3.18
HIST,439,The Ottoman Empire,6,33,19,10,15,6,3,0,2,0,0,1,5,1,3.28
HIST,440,Roman Republic to 44 B C,0,17,0,4,2,0,0,0,0,0,0,0,0,0,3.8
HIST,441,The Roman Empire,0,39,17,17,6,0,3,1,0,0,0,0,0,0,3.64
HIST,442,Roman Law and Legal Trad,0,11,0,7,7,0,5,3,0,0,0,0,0,0,3.21
HIST,443,Byzantine Empire AD 284-717,2,60,10,17,13,0,0,2,0,0,0,0,2,2,3.56
HIST,445,Medieval England,1,4,11,6,4,2,1,1,0,1,1,0,2,0,3.07
HIST,446,Early Modern British Isles,0,5,7,5,4,2,1,1,0,0,0,0,0,0,3.36
HIST,446,England Under Tudors 1485-1603,0,5,9,4,6,1,0,0,0,1,0,0,1,2,3.05
HIST,447,Britain Stuart Age 1603-1688,3,10,3,6,3,3,0,0,0,0,0,0,0,0,3.57
HIST,450,European Working Class History,0,3,5,1,3,2,5,1,3,0,1,0,0,2,2.6
HIST,455,France 1815-1920,0,11,14,5,0,0,0,0,0,0,0,0,1,0,3.61
HIST,456,Twentieth-Century Germany,0,6,5,5,5,3,2,2,0,0,0,0,0,0,3.24
HIST,460,Russia to Peter the Great,0,0,11,5,4,3,1,1,1,0,0,0,1,1,2.96
HIST,461,Russia- Peter the Great to Rev,4,16,37,34,21,8,0,2,0,0,2,0,1,0,3.35
HIST,462,Soviet Union Since 1917,1,6,8,4,1,1,0,0,0,0,0,0,0,0,3.63
HIST,466,Southeastern Europe,0,11,4,3,5,2,0,2,0,0,0,0,2,0,3.21
HIST,466,The Balkans,0,12,7,6,9,7,4,1,0,0,1,1,2,0,3.05
HIST,467,Eastern Europe,2,5,1,6,4,1,3,2,0,0,0,0,2,0,2.97
HIST,471,History of American Families,0,30,16,6,3,1,2,0,0,2,0,0,4,0,3.4
HIST,472,Immigrant America,0,16,16,9,6,2,1,1,0,0,1,0,0,1,3.42
HIST,473,Crises of Political Tolerance,0,1,5,5,6,5,3,1,1,0,0,0,1,0,2.89
HIST,476,History of the American West,2,10,1,2,4,0,0,2,0,0,0,0,0,0,3.54
HIST,481,US Intel Cultr Hist from 1859,0,2,9,7,2,2,0,0,1,0,0,0,0,0,3.36
HNDI,201,Elementary Hindi-Urdu I,0,17,1,0,1,2,0,1,1,0,0,0,0,0,3.64
HORT,100,Introduction to Horticulture,97,474,72,64,240,23,26,80,14,8,17,1,20,4,3.35
HORT,105,Vegetable Gardening,887,725,292,163,220,99,51,70,29,13,27,13,38,5,3.55
HORT,106,Home Horticulture,66,107,62,60,82,46,29,25,33,3,7,9,6,4,3.11
HORT,106,The Sustainable Home Garden,23,76,73,38,35,16,12,9,3,0,0,1,2,1,3.42
HORT,107,Introduction to Floral Design,1,769,272,212,247,13,11,15,1,0,4,0,1,5,3.62
HORT,180,Medicinal Plants and Herbology,37,276,102,66,70,32,9,15,8,1,0,0,4,1,3.55
HORT,205,Local Food Networks,40,52,15,7,6,5,4,0,2,0,2,0,2,0,3.65
HORT,240,Plant Propagation,0,7,7,6,0,0,0,1,0,0,0,0,0,0,3.6
HORT,301,Woody Landscape Plants I,7,25,8,23,25,17,15,13,8,4,5,2,5,1,2.79
HORT,302,Woody Landscape Plants II,7,14,0,7,19,14,4,8,2,3,0,3,0,0,2.92
HORT,360,Vegetable Crop Production,0,4,8,5,3,2,2,0,0,0,0,1,0,0,3.27
HORT,361,Small Fruit Production,3,6,4,2,2,2,1,2,0,0,0,0,1,0,3.26
HORT,361,Small Fruits and Viticulture,3,40,0,0,2,0,0,0,0,0,0,0,0,0,3.96
HORT,430,Children and Nature,64,455,120,76,50,20,19,12,5,1,5,6,33,8,3.5
HORT,434,Designing Urban Agriculture,1,8,3,4,3,1,1,1,1,0,0,0,1,0,3.25
HORT,442,Plant Nutrition,5,30,3,1,2,3,0,0,0,0,0,0,0,0,3.83
HORT,447,Horticultural Plant Breeding,5,8,2,2,1,0,0,3,0,0,0,0,0,0,3.57
HORT,499,Children and Nature,8,30,6,3,2,3,1,0,2,2,0,1,5,3,3.14
HORT,505,Research Methods in Plant Sci,0,50,2,4,0,0,0,0,0,0,0,0,0,0,3.94
HRD,400,Principles of HRE,0,5,11,4,2,1,0,0,0,0,0,0,0,0,3.58
HRD,402,Business Principles for HRD,0,21,8,1,1,0,0,0,0,0,0,0,0,0,3.86
HRD,411,Training System Design,12,17,6,8,1,2,1,0,0,0,0,0,1,1,3.58
HRD,414,Facilitation Skills,18,3,0,0,1,0,0,0,0,0,0,0,0,0,3.95
HRD,415,Diversity in the Workplace,0,61,5,4,1,3,1,2,0,0,1,0,1,0,3.72
HRD,440,Work Analysis,0,9,5,1,6,1,0,0,0,0,0,0,0,0,3.56
HRD,470,Design of Learning Systems,12,8,2,3,1,1,1,0,0,0,0,0,0,0,3.76
HRD,472,Learning Technologies,10,17,3,3,0,0,0,0,0,0,0,0,0,0,3.91
HRD,530,Organization Development,0,54,6,8,7,0,0,0,0,0,0,0,0,0,3.81
HRD,532,Strategic HRD,0,23,10,2,0,0,0,0,0,0,0,0,0,0,3.87
HRD,540,Learning on the Job,1,13,3,3,1,1,0,0,0,0,0,0,0,0,3.76
HRD,585,Program Evaluation,3,15,2,0,1,1,0,0,0,0,0,0,0,0,3.86
HRE,400,Principles of HRE,0,34,1,2,15,0,0,0,0,0,0,0,0,0,3.68
HRE,401,Training in Business/Industry,2,106,34,18,57,15,2,12,0,0,0,0,6,0,3.4
HRE,411,Instructional Design,31,4,0,0,0,0,0,0,0,0,1,0,0,0,3.92
HRE,415,Diversity in the Workplace,0,17,1,3,1,0,3,0,0,0,0,0,0,0,3.67
HRE,472,Learning Technologies,17,38,5,1,2,0,0,1,0,0,0,0,1,0,3.84
HRE,490,Analyzing Work for HRD,0,3,2,4,15,3,0,0,0,0,0,0,0,0,3.17
HRE,490,Issues and Developments in HRE,0,10,11,7,1,0,0,0,0,0,0,0,0,0,3.68
HRE,490,Leadership Development,0,18,3,0,0,0,0,0,0,0,0,0,1,0,3.77
HRE,495,Capstone,31,47,2,4,4,1,4,0,0,0,0,0,0,0,3.84
HRE,495,Capstone II,0,21,0,1,0,0,0,0,0,0,0,0,0,0,3.97
HRE,530,Organization Development,0,23,23,5,1,0,0,0,0,0,0,0,0,0,3.77
HRE,531,Quality Process Improvement,0,46,25,7,18,1,0,1,0,0,0,0,0,0,3.65
HRE,532,Strategic HRD,0,39,6,1,1,0,0,0,0,0,0,0,2,0,3.76
HRE,533,Management of HRD,4,19,0,0,0,0,1,0,0,0,0,0,0,0,3.93
HRE,535,Consulting in HRD,3,25,18,5,0,0,0,0,0,0,0,0,0,0,3.82
HRE,585,Program Evaluation,0,29,0,0,1,0,0,0,0,0,0,0,0,0,3.97
IB,100,Biological Sciences,6,1461,0,0,864,0,0,379,0,0,149,0,145,21,3.1
IB,100,Biology in Today's World,0,275,0,0,297,0,0,136,0,0,50,0,61,4,2.81
IB,101,Biological Sciences,0,57,0,0,33,0,0,11,0,0,2,0,0,0,3.41
IB,102,"Plants, People & Environment",15,56,37,38,41,25,22,24,16,10,11,4,5,0,2.92
IB,103,Introduction to Plant Biology,6,83,21,31,179,31,34,175,23,14,69,2,15,5,2.49
IB,104,Animal Biology,38,50,19,22,36,11,18,8,8,0,3,0,4,0,3.26
IB,105,Environmental Biology,578,2507,701,489,1008,283,160,250,109,89,60,66,168,26,3.33
IB,106,Extinction: Dinosaurs to Dodos,187,408,71,133,130,38,33,27,10,2,13,0,13,10,3.48
IB,107,"Global Warming, Biofuels, Food",65,107,75,31,29,23,8,11,6,3,5,0,8,2,3.42
IB,108,The Biology of Dinosaurs,7,9,14,6,7,5,4,2,2,2,1,2,2,0,3.04
IB,109,Insects and People,0,198,0,0,154,0,0,68,0,0,14,0,9,3,3.15
IB,150,Organismal & Evolutionary Biol,175,628,278,232,366,147,106,141,39,30,26,12,23,4,3.25
IB,151,Organismal & Evol Biol Lab,1,99,21,16,11,3,2,2,1,0,0,0,0,0,3.73
IB,199,Undergraduate Open Seminar,108,868,37,11,29,3,4,7,4,1,10,1,11,9,3.82
IB,202,Anatomy and Physiology,1,354,16,75,449,21,54,166,10,11,64,2,23,12,2.93
IB,204,Genetics,8,79,44,76,172,74,44,51,14,4,13,0,7,8,2.9
IB,270,Evolution of Molecules & Cells,0,12,12,5,11,3,1,1,0,0,0,0,0,0,3.42
IB,271,Organismal Biology,4,7,4,4,0,3,0,0,0,0,0,0,1,1,3.33
IB,302,Evolution,29,133,138,215,216,123,106,54,36,17,16,2,19,5,2.98
IB,303,Anatomy,1,5,7,10,4,12,4,3,5,4,5,0,2,0,2.6
IB,329,Animal Behavior,0,609,5,0,334,0,0,73,4,0,1,0,0,2,3.51
IB,335,Systematics of Plants,33,46,5,17,51,2,10,40,0,2,13,1,6,0,2.96
IB,360,Evolution and Human Health,48,772,20,70,552,8,18,134,6,0,22,0,4,12,3.36
IB,361,Ecology and Human Health,24,289,218,78,67,27,12,6,4,0,2,1,0,2,3.61
IB,362,Marine Biology,2,24,2,2,16,5,3,8,1,0,2,0,2,0,3.07
IB,363,Plants and Their Uses,0,103,0,0,74,2,1,20,0,0,4,0,4,0,3.3
IB,364,Bioinformatics & Human Genome,19,11,3,6,7,3,2,3,0,0,0,0,1,0,3.47
IB,364,Genomics and Human Health,0,7,7,2,7,1,0,0,0,0,1,0,0,0,3.4
IB,368,Vertebrate Natural History,12,76,11,16,69,11,11,22,1,4,6,0,7,0,3.11
IB,372,Ecology and Evolution,3,13,0,4,3,0,0,0,0,0,0,0,0,0,3.75
IB,401,Introduction to Entomology,10,31,10,8,22,6,4,9,0,0,6,0,2,0,3.17
IB,405,Ecological Genetics,1,14,5,9,9,1,1,1,0,0,0,0,0,0,3.47
IB,409,Evol of Infectious Disease,3,9,3,1,3,2,1,0,0,0,0,0,0,0,3.59
IB,410,Evolution and Development,1,10,4,1,3,1,1,0,2,0,0,0,0,0,3.45
IB,411,Bioinspiration,72,150,48,40,44,14,9,13,4,5,7,4,50,5,3.09
IB,420,Plant Physiology,15,111,4,19,43,1,2,6,0,0,1,0,0,2,3.58
IB,426,Env and Evol Physl of Animals,8,45,9,30,37,32,18,19,9,2,2,0,0,3,3.0
IB,427,Insect Physiology,0,16,2,4,3,0,0,0,0,0,0,0,0,0,3.75
IB,429,Animal Behavior,3,137,22,18,92,15,10,34,7,6,6,4,5,3,3.14
IB,431,Behavioral Ecology,0,59,23,7,11,0,2,2,0,0,0,0,1,1,3.64
IB,432,Genes and Behavior,38,58,13,6,5,5,0,1,1,1,1,1,3,1,3.63
IB,433,Comparative Vertebrate Anatomy,2,7,1,5,2,1,0,3,0,0,0,0,0,0,3.38
IB,439,Biogeography,11,42,19,14,11,2,3,2,0,0,1,1,1,0,3.55
IB,443,Evolutionary Ecology,8,18,18,4,13,2,1,1,3,0,0,2,2,0,3.31
IB,449,Limnology,12,10,8,10,10,2,2,6,0,0,2,0,2,2,3.1
IB,451,Conservation Biology,25,91,62,31,26,9,4,5,2,1,0,0,2,1,3.55
IB,452,Ecosystem Ecology,2,80,29,40,39,10,4,5,0,0,0,0,1,0,3.48
IB,453,Community Ecology,27,50,56,32,12,8,1,0,0,0,0,0,0,2,3.62
IB,461,Ornithology,6,34,10,17,26,11,4,8,3,2,2,0,3,1,3.12
IB,462,Mammalogy,3,53,23,8,15,9,1,3,2,0,0,0,0,1,3.52
IB,463,Ichthyology,15,31,0,7,16,0,4,0,0,0,0,0,0,0,3.63
IB,464,Herpetology,3,11,3,3,13,1,4,3,1,1,4,0,0,2,2.88
IB,468,Insect Classification and Evol,0,27,0,3,8,0,2,4,0,0,0,0,0,1,3.44
IB,471,General Mycology,6,8,3,2,1,1,1,1,0,0,0,0,0,0,3.64
IB,472,Plant Molecular Biology,38,36,0,17,6,0,0,0,0,0,0,0,0,2,3.74
IB,473,Plant Genomics,24,32,0,10,6,0,0,4,0,0,0,0,0,1,3.68
IB,481,Biology of Disease Vectors,1,39,15,3,6,1,0,0,0,0,0,0,0,0,3.78
IB,482,Insect Pest Management,10,60,2,2,18,0,0,1,0,0,0,0,0,1,3.72
IB,483,Insect Pathology,5,21,5,4,11,4,3,3,2,1,3,0,5,1,2.94
IB,485,Environ Toxicology & Health,8,95,76,33,21,20,0,1,0,0,0,0,0,2,3.59
IB,485,Environmental Toxicology,2,16,13,15,6,5,0,0,0,0,0,0,0,0,3.53
IB,494,Theoretical Biology + Models,8,12,4,3,1,1,0,0,0,0,0,0,0,0,3.8
IB,501,Programming for Genomics,0,8,6,7,2,3,0,0,0,0,0,0,0,0,3.51
IB,504,Genomic Analysis of Insects,1,6,4,2,6,3,0,0,0,0,0,0,0,0,3.42
IB,532,Sustainability & Global Change,17,22,6,4,2,0,0,0,0,0,0,0,0,0,3.87
IB,534,Evolution and Medicine,17,8,3,1,0,1,0,0,0,0,0,0,0,0,3.9
IB,536,Evolutionary Biology,0,25,0,0,0,1,0,1,0,0,0,0,0,0,3.88
IB,542,Environmental Plant Physiology,0,14,1,2,2,2,0,0,0,0,0,0,0,0,3.7
IB,546,Analysis of Biological Data: A,0,30,0,4,0,0,0,0,0,0,0,0,0,0,3.92
IE,300,Analysis of Data,162,455,479,471,564,354,240,212,133,74,79,54,106,20,2.89
IE,310,Determin Models in Optmzation,0,22,20,19,5,2,0,0,3,1,1,2,3,0,3.25
IE,310,Operations Research,50,273,143,137,132,76,35,57,10,4,24,6,6,0,3.27
IE,330,Industrial Quality Control,23,92,52,50,46,17,18,13,4,8,9,2,3,0,3.25
IE,340,Human Factors,53,24,15,10,17,5,4,3,1,0,0,0,4,0,3.51
IE,360,Facilities Planning and Design,26,61,65,69,73,29,12,8,3,0,0,1,1,1,3.33
IE,361,Production Planning & Control,21,65,68,51,40,23,9,5,2,2,0,0,2,0,3.41
IE,398,Stochastic Process and Applic,4,43,0,0,27,0,0,4,0,0,1,0,0,0,3.52
IE,400,Design & Anlys of Experiments,10,50,12,17,21,5,2,8,5,0,1,0,1,0,3.39
IE,410,Stochastic Processes & Applic,21,103,48,58,90,74,35,47,15,13,43,6,33,1,2.72
IE,411,Optimization of Large Systems,29,44,31,26,25,15,11,0,0,1,1,1,3,1,3.38
IE,412,OR Models for Mfg Systems,17,40,38,40,45,25,15,16,10,5,3,1,0,0,3.12
IE,413,Simulation,17,96,51,51,84,28,32,32,11,11,18,7,6,4,2.97
IE,420,Financial Engineering,9,57,33,40,63,35,11,8,11,1,7,3,1,0,3.12
IE,430,Economic Found of Quality Syst,26,135,128,99,155,36,14,18,6,3,2,1,1,0,3.35
IE,431,Design for Six Sigma,6,36,27,32,31,9,6,2,1,0,0,0,1,1,3.36
IE,431,Quality Engineering,6,21,18,19,16,3,2,0,0,0,0,0,0,0,3.51
IE,498,Cmptng for ISE,4,7,10,3,4,5,1,0,0,0,0,0,0,0,3.48
IE,511,Integer Programming,1,15,4,0,1,1,0,0,0,0,0,0,0,0,3.83
IE,522,Statistical Methods in Finance,28,189,58,54,91,28,4,9,3,0,1,0,0,1,3.52
IE,523,Financial Computing,87,96,169,66,35,11,0,4,0,0,0,0,0,0,3.66
IE,524,Optimization in Finance,21,134,69,49,31,14,5,2,1,0,0,0,0,0,3.63
IE,525,Numerical Methods in Finance,21,144,21,40,56,17,5,5,0,0,0,0,1,2,3.54
IE,526,Stochastic Calculus in Finance,44,87,86,49,24,14,4,4,0,0,0,0,1,1,3.6
IE,529,Stats of Big Data & Clustering,7,34,22,3,4,0,0,0,0,0,0,0,0,0,3.81
IE,531,Algorithms for Data Analytics,14,4,6,3,0,1,0,0,0,0,0,0,0,0,3.81
IE,598,Deep Learning,8,18,10,9,4,2,1,0,0,0,0,0,0,0,3.66
IE,598,Electronic Trading,1,6,8,4,2,0,0,0,0,0,0,0,0,0,3.65
IE,598,Neural Ntwks and Deep Learning,10,21,8,4,6,0,0,0,0,0,0,0,0,0,3.77
IHLT,101,Introduction to i-Health,0,284,0,0,61,1,0,31,1,0,10,0,12,2,3.47
IHLT,102,Survey of Interdisc Health,200,300,46,21,32,8,6,11,7,0,6,1,11,1,3.71
IHLT,230,Leadership in Health,8,16,3,0,1,0,0,0,0,0,0,0,1,0,3.79
IHLT,232,Health Disparities in the U.S.,1,23,0,0,2,0,0,1,0,0,0,0,2,0,3.59
IHLT,240,Aging and Health Policy,9,8,0,2,0,1,0,1,0,0,0,0,0,0,3.78
IHLT,375,Interdis Collab in Health Serv,31,200,19,4,15,1,0,3,0,0,2,0,1,0,3.85
IHLT,474,Pre-Field Experience in Health,78,75,13,3,11,5,1,2,2,1,2,1,4,0,3.69
IHLT,475,Field Experience in i-Health,69,70,7,8,6,1,1,3,0,0,0,0,2,0,3.82
INFO,102,Little Bits to Big Ideas,20,125,37,54,121,31,21,47,14,4,26,5,24,5,2.89
INFO,103,Introduction to Programming,21,72,26,24,25,13,9,12,4,2,13,0,17,4,2.99
INFO,202,Social Aspects Info Systems,7,14,35,35,32,21,8,5,3,0,1,0,0,2,3.16
INFO,202,Social Aspects Info Tech,56,358,140,107,111,44,27,24,17,10,12,4,30,4,3.33
INFO,390,Web Technologies & Techniques,0,7,3,5,3,6,0,3,0,0,0,0,0,0,3.21
INFO,490,Advanced Data Science,40,119,12,7,5,3,2,10,0,0,2,1,1,0,3.73
INFO,490,An Introduction to Game Design,0,2,4,5,4,3,4,0,0,0,0,0,0,0,3.12
INFO,490,Foundations of Data Science,42,185,39,49,87,10,9,40,3,2,10,1,6,2,3.34
INFO,490,Introduction to Data Science,13,21,5,5,11,5,1,4,1,1,2,2,1,3,3.12
INFO,490,Makerspace B: Open Studio,4,13,6,3,2,3,2,1,0,0,0,0,0,0,3.55
IS,451,Intro to Network Systems,4,16,0,0,1,0,0,0,0,0,0,0,0,0,3.95
IS,452,Foundations Info Processing,0,67,0,1,1,2,0,0,0,0,0,0,1,0,3.88
IS,458,Instruc Strat Tech Info Prof,10,10,0,2,3,0,0,0,0,0,0,0,0,0,3.83
IS,490,Introduction to Data Science,4,14,17,13,3,0,0,0,0,0,0,0,0,0,3.66
IS,490,Introduction to Databases,1,37,22,8,0,0,4,0,0,0,0,0,3,0,3.58
IS,501,Info Org and Access,4,95,20,6,5,0,1,0,0,0,0,0,0,0,3.87
IS,502,Libraries Info and Society,3,34,19,4,4,3,0,0,0,0,0,0,0,1,3.69
IS,503,Use and Users of Information,0,18,3,1,2,1,0,0,0,0,0,0,0,0,3.8
IS,504,Reference and Info Services,0,44,7,1,1,0,0,1,0,0,0,0,1,0,3.82
IS,505,Adm Mgt of Libs Info Centers,6,11,4,2,4,1,0,0,0,0,0,0,1,0,3.59
IS,506,Youth Services Librarianship,8,12,1,2,0,0,0,0,0,0,0,0,0,0,3.93
IS,508,Collection Development,0,44,2,0,2,0,0,0,0,0,0,0,1,0,3.86
IS,514,History of Children's Lit,0,20,3,1,2,0,0,0,0,0,0,0,0,0,3.86
IS,542,"Data, Stat, Info",5,19,8,12,2,0,0,0,0,0,0,0,0,0,3.72
IS,543,Sociotechnical Info Systems,0,11,3,5,7,3,0,0,0,0,0,0,0,0,3.47
IS,561,Information Modeling,0,32,14,2,4,1,5,1,0,0,0,0,0,0,3.63
IS,567,Academic Librarianship,10,6,3,0,1,2,0,0,1,0,1,0,0,0,3.58
IS,580,Rare Book and Spec Colls,1,9,4,6,1,0,0,0,0,0,0,0,0,0,3.7
IS,590,Data Mining,0,26,12,1,1,0,0,0,0,0,0,0,0,0,3.86
IS,590,Data Visualization,0,27,11,3,6,0,0,0,0,0,0,0,0,0,3.75
IS,590,Progr Analytics & Data Process,0,13,4,4,1,2,0,1,0,0,1,0,0,0,3.51
IS,590,Theory & Prac of Data Cleaning,2,12,6,1,0,0,0,0,0,0,0,0,0,0,3.87
ITAL,101,Elementary Italian I,0,214,0,0,148,0,0,88,0,0,22,0,13,7,3.04
